"x"	"f(x)"	"analytical f'(x)"	"numerical f'(x)"	"analytical f''(x)"	"numerical f''(x)"
1.750000	-0.130330	-0.043443	-0.042364	0.217217	0.213340
1.760000	-0.130754	-0.041291	-0.040230	0.213336	0.209514
1.770000	-0.131156	-0.039177	-0.038135	0.209510	0.205743
1.780000	-0.131538	-0.037100	-0.036078	0.205739	0.202026
1.790000	-0.131899	-0.035062	-0.034058	0.202022	0.198363
1.800000	-0.132239	-0.033060	-0.032074	0.198359	0.194753
1.810000	-0.132560	-0.031094	-0.030126	0.194748	0.191195
1.820000	-0.132861	-0.029165	-0.028215	0.191190	0.187688
1.830000	-0.133143	-0.027270	-0.026338	0.187684	0.184232
1.840000	-0.133407	-0.025411	-0.024495	0.184228	0.180827
1.850000	-0.133652	-0.023586	-0.022687	0.180823	0.177471
1.860000	-0.133878	-0.021794	-0.020912	0.177467	0.174164
1.870000	-0.134088	-0.020036	-0.019171	0.174160	0.170905
1.880000	-0.134279	-0.018311	-0.017462	0.170901	0.167694
1.890000	-0.134454	-0.016618	-0.015785	0.167690	0.164529
1.900000	-0.134612	-0.014957	-0.014139	0.164525	0.161411
1.910000	-0.134753	-0.013327	-0.012525	0.161408	0.158339
1.920000	-0.134878	-0.011729	-0.010942	0.158336	0.155312
1.930000	-0.134988	-0.010160	-0.009389	0.155309	0.152330
1.940000	-0.135082	-0.008622	-0.007866	0.152326	0.149391
1.950000	-0.135160	-0.007114	-0.006372	0.149388	0.146496
1.960000	-0.135224	-0.005634	-0.004907	0.146493	0.143644
1.970000	-0.135273	-0.004184	-0.003470	0.143641	0.140834
1.980000	-0.135308	-0.002761	-0.002062	0.140831	0.138066
1.990000	-0.135328	-0.001367	-0.000681	0.138062	0.135339
